add-yield-none,1,100000,200000,25612341,128,0
add-none,1,100000,200000,709268,3,0
add-yield-none,2,100,400,257747,644,0
add-none,2,100,400,188014,470,0
add-yield-none,2,1000,4000,467977,116,-2
add-none,2,1000,4000,234257,58,0
add-yield-none,2,10000,40000,4590692,114,21
add-none,2,10000,40000,438342,10,2
add-yield-none,2,100000,400000,30110071,75,11
add-none,2,100000,400000,1750175,4,3
add-yield-none,3,100,600,218891,364,1
add-none,3,100,600,163779,272,0
add-yield-none,3,1000,6000,500214,83,0
add-none,3,1000,6000,200313,33,0
add-yield-none,3,10000,60000,3461251,57,2
add-none,3,10000,60000,404107,6,48
add-yield-none,3,100000,600000,38949412,64,227
add-none,3,100000,600000,2828132,4,5
add-yield-none,4,100,800,240208,300,1
add-none,4,100,800,199238,249,0
add-yield-none,4,1000,8000,609113,76,2
add-none,4,1000,8000,237764,29,0
add-yield-none,4,10000,80000,4515511,56,14
add-none,4,10000,80000,603199,7,-10
add-yield-none,4,100000,800000,44047811,55,52
add-none,4,100000,800000,3428270,4,-301
add-yield-none,5,100,1000,490728,490,0
add-none,5,100,1000,243089,243,0
add-yield-none,5,1000,10000,678736,67,4
add-none,5,1000,10000,252994,25,0
add-yield-none,5,10000,100000,4562792,45,16
add-none,5,10000,100000,728337,7,5
add-yield-none,5,100000,1000000,41559853,41,96
add-none,5,100000,1000000,4771261,4,3
add-yield-none,6,100,1200,390886,325,0
add-none,6,100,1200,238549,198,0
add-yield-none,6,1000,12000,718184,59,13
add-none,6,1000,12000,257475,21,0
add-yield-none,6,10000,120000,4842247,40,59
add-none,6,10000,120000,644201,5,-74
add-yield-none,6,100000,1200000,44168782,36,7
add-none,6,100000,1200000,5969499,4,402
add-yield-none,7,100,1400,337617,241,1
add-none,7,100,1400,273476,195,0
add-yield-none,7,1000,14000,762936,54,3
add-none,7,1000,14000,254492,18,-1
add-yield-none,7,10000,140000,5064799,36,4
add-none,7,10000,140000,785821,5,60
add-yield-none,7,100000,1400000,50062861,35,589
add-none,7,100000,1400000,7479708,5,456
add-yield-none,8,100,1600,647445,404,3
add-none,8,100,1600,380091,237,0
add-yield-none,8,1000,16000,1268612,79,2
add-none,8,1000,16000,295209,18,0
add-yield-none,8,10000,160000,5222676,32,11
add-none,8,10000,160000,1048990,6,36
add-yield-none,8,100000,1600000,49482825,30,38
add-none,8,100000,1600000,8403821,5,386
add-yield-m,2,10000,40000,21059888,526,0
add-yield-c,2,10000,40000,6825099,170,0
add-yield-s,2,1000,4000,1137751,284,0
add-yield-m,4,10000,80000,37252325,465,0
add-yield-c,4,10000,80000,21596977,269,0
add-yield-s,4,1000,8000,2225407,278,0
add-yield-m,8,10000,160000,72639334,453,0
add-yield-c,8,10000,160000,70585656,441,0
add-yield-s,8,1000,16000,5539495,346,0
add-yield-m,12,10000,240000,135169493,563,0
add-yield-c,12,10000,240000,132961209,554,0
add-yield-s,12,1000,24000,24704352,1029,0
add-m,2,10000,40000,6103871,152,0
add-c,2,10000,40000,5059724,126,0
add-s,2,10000,40000,3073007,76,0
add-m,4,10000,80000,5850541,73,0
add-c,4,10000,80000,23381185,292,0
add-s,4,10000,80000,11551757,144,0
add-m,8,10000,160000,11975551,74,0
add-c,8,10000,160000,54981541,343,0
add-s,8,10000,160000,43176487,269,0
add-m,12,10000,240000,28093893,117,0
add-c,12,10000,240000,109837443,457,0
add-s,12,10000,240000,78826836,328,0
