add-none,2,100,400,153550,383,0
add-none,2,1000,4000,331971,82,0
add-none,2,10000,40000,261700,6,1
add-none,2,100000,400000,1784390,4,-23
add-none,4,100,800,268067,335,0
add-none,4,1000,8000,202057,25,0
add-none,4,10000,80000,507626,6,3
add-none,4,100000,800000,4223119,5,-653
add-none,8,100,1600,319454,199,0
add-none,8,1000,16000,384835,24,0
add-none,8,10000,160000,887511,5,-9
add-none,8,100000,1600000,7964090,4,245
add-none,10,100,2000,449832,224,0
add-none,10,1000,20000,431987,21,0
add-none,10,10000,200000,1411075,7,-3
add-none,10,100000,2000000,10037209,5,195
add-yield-none,2,10,40,192270,4806,0
add-yield-none,2,20,80,228791,2859,0
add-yield-none,2,40,160,169464,1059,0
add-yield-none,2,80,320,240219,750,0
add-yield-none,2,100,400,191966,479,0
add-yield-none,2,1000,4000,462400,115,0
add-yield-none,2,10000,40000,2950326,73,5
add-yield-none,2,100000,400000,30505224,76,10
add-yield-none,4,10,80,297735,3721,0
add-yield-none,4,20,160,386427,2415,1
add-yield-none,4,40,320,268370,838,0
add-yield-none,4,80,640,201183,314,1
add-yield-none,4,100,800,234034,292,1
add-yield-none,4,1000,8000,605938,75,11
add-yield-none,4,10000,80000,4783861,59,8
add-yield-none,4,100000,800000,42014721,52,135
add-yield-none,8,10,160,410559,2565,0
add-yield-none,8,20,320,343232,1072,0
add-yield-none,8,40,640,367887,574,0
add-yield-none,8,80,1280,356003,278,0
add-yield-none,8,100,1600,355182,221,4
add-yield-none,8,1000,16000,713395,44,8
add-yield-none,8,10000,160000,4689951,29,28
add-yield-none,8,100000,1600000,48190777,30,12
add-yield-none,12,10,240,409056,1704,0
add-yield-none,12,20,480,403656,840,1
add-yield-none,12,40,960,485334,505,0
add-yield-none,12,80,1920,425659,221,0
add-yield-none,12,100,2400,687843,286,2
add-yield-none,12,1000,24000,1086199,45,0
add-yield-none,12,10000,240000,6538556,27,-6
add-yield-none,12,100000,2400000,66988800,27,52
add-yield-none,1,100,200,204391,1021,0
add-none,1,100,200,218265,1091,0
add-yield-none,1,1000,2000,456438,228,0
add-none,1,1000,2000,138636,69,0
add-yield-none,1,10000,20000,2839015,141,0
add-none,1,10000,20000,182158,9,0
