list-none-s,2,16,1,96,99119,1032
list-i-s,2,16,1,96,115957,1207
list-l-s,2,16,1,96,131614,1370
list-il-s,2,16,1,96,187081,1948
list-d-s,2,16,1,96,136445,1421
list-id-s,2,16,1,96,102890,1071
list-dl-s,2,16,1,96,201041,2094
list-idl-s,2,16,1,96,172583,1797
list-none-m,2,16,1,96,283133,2949
list-i-m,2,16,1,96,182261,1898
list-l-m,2,16,1,96,189243,1971
list-il-m,2,16,1,96,149164,1553
list-d-m,2,16,1,96,128043,1333
list-id-m,2,16,1,96,168363,1753
list-dl-m,2,16,1,96,155553,1620
list-idl-m,2,16,1,96,139197,1449
list-none-s,2,32,1,192,117380,611
list-i-s,2,32,1,192,270146,1407
list-l-s,2,32,1,192,210540,1096
list-il-s,2,32,1,192,380881,1983
list-d-s,2,32,1,192,120437,627
list-id-s,2,32,1,192,240178,1250
list-dl-s,2,32,1,192,178264,928
list-idl-s,2,32,1,192,238076,1239
list-none-m,2,32,1,192,115496,601
list-i-m,2,32,1,192,239095,1245
list-l-m,2,32,1,192,338953,1765
list-il-m,2,32,1,192,531875,2770
list-d-m,2,32,1,192,99932,520
list-id-m,2,32,1,192,342032,1781
list-dl-m,2,32,1,192,194340,1012
list-idl-m,2,32,1,192,527592,2747
list-none-s,4,1,1,12,246983,20581
list-i-s,4,1,1,12,294185,24515
list-l-s,4,1,1,12,184906,15408
list-il-s,4,1,1,12,179474,14956
list-d-s,4,1,1,12,165075,13756
list-id-s,4,1,1,12,191280,15940
list-dl-s,4,1,1,12,158329,13194
list-idl-s,4,1,1,12,284972,23747
list-none-m,4,1,1,12,170133,14177
list-i-m,4,1,1,12,332209,27684
list-l-m,4,1,1,12,183003,15250
list-il-m,4,1,1,12,277852,23154
list-d-m,4,1,1,12,233626,19468
list-id-m,4,1,1,12,346395,28866
list-dl-m,4,1,1,12,145626,12135
list-idl-m,4,1,1,12,228520,19043
list-none-s,4,2,1,24,219410,9142
list-i-s,4,2,1,24,180033,7501
list-l-s,4,2,1,24,186804,7783
list-il-s,4,2,1,24,217536,9064
list-d-s,4,2,1,24,203041,8460
list-id-s,4,2,1,24,156896,6537
list-dl-s,4,2,1,24,148473,6186
list-idl-s,4,2,1,24,287596,11983
list-none-m,4,2,1,24,152975,6373
list-i-m,4,2,1,24,201630,8401
list-l-m,4,2,1,24,219103,9129
list-il-m,4,2,1,24,288324,12013
list-d-m,4,2,1,24,429253,17885
list-id-m,4,2,1,24,227018,9459
list-dl-m,4,2,1,24,222843,9285
list-idl-m,4,2,1,24,178357,7431
list-none-s,4,4,1,48,150159,3128
list-i-s,4,4,1,48,152848,3184
list-l-s,4,4,1,48,175480,3655
list-il-s,4,4,1,48,173930,3623
list-d-s,4,4,1,48,196663,4097
list-id-s,4,4,1,48,298041,6209
list-dl-s,4,4,1,48,205260,4276
list-idl-s,4,4,1,48,186747,3890
list-none-m,4,4,1,48,159263,3317
list-i-m,4,4,1,48,159089,3314
list-l-m,4,4,1,48,158149,3294
list-il-m,4,4,1,48,184795,3849
list-d-m,4,4,1,48,161471,3363
list-id-m,4,4,1,48,163493,3406
list-dl-m,4,4,1,48,166005,3458
list-idl-m,4,4,1,48,207688,4326
list-none-s,4,8,1,96,186384,1941
list-i-s,4,8,1,96,214890,2238
list-l-s,4,8,1,96,271179,2824
list-il-s,4,8,1,96,204362,2128
list-d-s,4,8,1,96,260165,2710
list-id-s,4,8,1,96,170160,1772
list-dl-s,4,8,1,96,171432,1785
list-idl-s,4,8,1,96,234252,2440
list-none-m,4,8,1,96,206030,2146
list-i-m,4,8,1,96,163189,1699
list-l-m,4,8,1,96,189667,1975
list-il-m,4,8,1,96,218135,2272
list-d-m,4,8,1,96,159191,1658
list-id-m,4,8,1,96,191782,1997
list-dl-m,4,8,1,96,271321,2826
list-idl-m,4,8,1,96,289973,3020
list-none-s,4,16,1,192,166246,865
list-i-s,4,16,1,192,264481,1377
list-l-s,4,16,1,192,199296,1038
list-il-s,4,16,1,192,198683,1034
list-d-s,4,16,1,192,196414,1022
list-id-s,4,16,1,192,251424,1309
list-dl-s,4,16,1,192,221888,1155
list-idl-s,4,16,1,192,207057,1078
list-none-m,4,16,1,192,216014,1125
list-i-m,4,16,1,192,335754,1748
list-l-m,4,16,1,192,185591,966
list-il-m,4,16,1,192,417389,2173
list-d-m,4,16,1,192,246526,1283
list-id-m,4,16,1,192,283789,1478
list-dl-m,4,16,1,192,213372,1111
list-idl-m,4,16,1,192,498597,2596
list-none-s,4,32,1,384,226598,590
list-i-s,4,32,1,384,1231243,3206
list-l-s,4,32,1,384,454788,1184
list-il-s,4,32,1,384,1912531,4980
list-d-s,4,32,1,384,292561,761
list-id-s,4,32,1,384,669130,1742
list-dl-s,4,32,1,384,388132,1010
list-idl-s,4,32,1,384,960697,2501
list-none-m,4,32,1,384,173638,452
list-i-m,4,32,1,384,760884,1981
list-l-m,4,32,1,384,734891,1913
list-il-m,4,32,1,384,2175886,5666
list-d-m,4,32,1,384,370037,963
list-id-m,4,32,1,384,1387615,3613
list-dl-m,4,32,1,384,940945,2450
list-idl-m,4,32,1,384,1764940,4596
list-none-s,8,1,1,24,260351,10847
list-i-s,8,1,1,24,253050,10543
list-l-s,8,1,1,24,249909,10412
list-il-s,8,1,1,24,247143,10297
list-d-s,8,1,1,24,232385,9682
list-id-s,8,1,1,24,230000,9583
list-dl-s,8,1,1,24,301353,12556
list-idl-s,8,1,1,24,804360,33515
list-none-m,8,1,1,24,278002,11583
list-i-m,8,1,1,24,287484,11978
list-l-m,8,1,1,24,461806,19241
list-il-m,8,1,1,24,242806,10116
list-d-m,8,1,1,24,322516,13438
list-id-m,8,1,1,24,263832,10993
list-dl-m,8,1,1,24,317748,13239
list-idl-m,8,1,1,24,245069,10211
list-none-s,8,2,1,48,293357,6111
list-i-s,8,2,1,48,253567,5282
list-l-s,8,2,1,48,283806,5912
list-il-s,8,2,1,48,347086,7230
list-d-s,8,2,1,48,290449,6051
list-id-s,8,2,1,48,714115,14877
list-dl-s,8,2,1,48,318833,6642
list-idl-s,8,2,1,48,270501,5635
list-none-m,8,2,1,48,313652,6534
list-i-m,8,2,1,48,326578,6803
list-l-m,8,2,1,48,265838,5538
list-il-m,8,2,1,48,287163,5982
list-d-m,8,2,1,48,301122,6273
list-id-m,8,2,1,48,247725,5160
list-dl-m,8,2,1,48,275498,5739
list-idl-m,8,2,1,48,336662,7013
list-none-s,8,4,1,96,336747,3507
list-i-s,8,4,1,96,294257,3065
list-l-s,8,4,1,96,495559,5162
list-il-s,8,4,1,96,339912,3540
list-d-s,8,4,1,96,319209,3325
list-id-s,8,4,1,96,243533,2536
list-dl-s,8,4,1,96,247195,2574
list-idl-s,8,4,1,96,317790,3310
list-none-m,8,4,1,96,291232,3033
list-i-m,8,4,1,96,282263,2940
list-l-m,8,4,1,96,446398,4649
list-il-m,8,4,1,96,310444,3233
list-d-m,8,4,1,96,244310,2544
list-id-m,8,4,1,96,262718,2736
list-dl-m,8,4,1,96,243175,2533
list-idl-m,8,4,1,96,263977,2749
list-none-s,8,8,1,192,250212,1303
list-i-s,8,8,1,192,277895,1447
list-l-s,8,8,1,192,250457,1304
list-il-s,8,8,1,192,837586,4362
list-d-s,8,8,1,192,238473,1242
list-id-s,8,8,1,192,286167,1490
list-dl-s,8,8,1,192,277065,1443
list-idl-s,8,8,1,192,329154,1714
list-none-m,8,8,1,192,247033,1286
list-i-m,8,8,1,192,233232,1214
list-l-m,8,8,1,192,275679,1435
list-il-m,8,8,1,192,525510,2737
list-d-m,8,8,1,192,288976,1505
list-id-m,8,8,1,192,366465,1908
list-dl-m,8,8,1,192,303672,1581
list-idl-m,8,8,1,192,405687,2112
list-none-s,8,16,1,384,320249,833
list-i-s,8,16,1,384,835274,2175
list-l-s,8,16,1,384,314325,818
list-il-s,8,16,1,384,537473,1399
list-d-s,8,16,1,384,279937,729
list-id-s,8,16,1,384,245221,638
list-dl-s,8,16,1,384,313699,816
list-idl-s,8,16,1,384,287808,749
list-none-m,8,16,1,384,253900,661
list-i-m,8,16,1,384,578617,1506
list-l-m,8,16,1,384,532470,1386
list-il-m,8,16,1,384,2260466,5886
list-d-m,8,16,1,384,381089,992
list-id-m,8,16,1,384,1060911,2762
list-dl-m,8,16,1,384,808220,2104
list-idl-m,8,16,1,384,1833425,4774
list-none-s,8,32,1,768,312723,407
list-i-s,8,32,1,768,2225097,2897
list-l-s,8,32,1,768,3106186,4044
list-il-s,8,32,1,768,4827518,6285
list-d-s,8,32,1,768,393228,512
list-id-s,8,32,1,768,2995487,3900
list-dl-s,8,32,1,768,1907840,2484
list-idl-s,8,32,1,768,2665178,3470
list-none-m,8,32,1,768,560161,729
list-i-m,8,32,1,768,3506141,4565
list-l-m,8,32,1,768,3297814,4294
list-il-m,8,32,1,768,5895698,7676
list-d-m,8,32,1,768,405012,527
list-id-m,8,32,1,768,3554823,4628
list-dl-m,8,32,1,768,3086523,4018
list-idl-m,8,32,1,768,5463319,7113
list-none-s,12,1,1,36,419181,11643
list-i-s,12,1,1,36,350841,9745
list-l-s,12,1,1,36,379817,10550
list-il-s,12,1,1,36,509193,14144
list-d-s,12,1,1,36,402369,11176
list-id-s,12,1,1,36,453751,12604
list-dl-s,12,1,1,36,405182,11255
list-idl-s,12,1,1,36,423937,11776
list-none-m,12,1,1,36,382323,10620
list-i-m,12,1,1,36,372260,10340
list-l-m,12,1,1,36,437054,12140
list-il-m,12,1,1,36,373003,10361
list-d-m,12,1,1,36,370212,10283
list-id-m,12,1,1,36,353746,9826
list-dl-m,12,1,1,36,509136,14142
list-idl-m,12,1,1,36,475481,13207
list-none-s,12,2,1,72,400941,5568
list-i-s,12,2,1,72,392814,5455
list-l-s,12,2,1,72,496991,6902
list-il-s,12,2,1,72,387939,5388
list-d-s,12,2,1,72,380679,5287
list-id-s,12,2,1,72,503781,6996
list-dl-s,12,2,1,72,365427,5075
list-idl-s,12,2,1,72,422921,5873
list-none-m,12,2,1,72,426046,5917
list-i-m,12,2,1,72,365170,5071
list-l-m,12,2,1,72,443816,6164
list-il-m,12,2,1,72,592478,8228
list-d-m,12,2,1,72,442039,6139
list-id-m,12,2,1,72,397882,5526
list-dl-m,12,2,1,72,361126,5015
list-idl-m,12,2,1,72,384451,5339
list-none-s,12,4,1,144,360146,2501
list-i-s,12,4,1,144,468703,3254
list-l-s,12,4,1,144,356674,2476
list-il-s,12,4,1,144,460898,3200
list-d-s,12,4,1,144,390245,2710
list-id-s,12,4,1,144,392365,2724
list-dl-s,12,4,1,144,364037,2528
list-idl-s,12,4,1,144,374387,2599
list-none-m,12,4,1,144,536471,3725
list-i-m,12,4,1,144,532264,3696
list-l-m,12,4,1,144,362978,2520
list-il-m,12,4,1,144,539464,3746
list-d-m,12,4,1,144,367048,2548
list-id-m,12,4,1,144,536867,3728
list-dl-m,12,4,1,144,405726,2817
list-idl-m,12,4,1,144,506599,3518
list-none-s,12,8,1,288,371362,1289
list-i-s,12,8,1,288,367665,1276
list-l-s,12,8,1,288,452636,1571
list-il-s,12,8,1,288,394927,1371
list-d-s,12,8,1,288,370092,1285
list-id-s,12,8,1,288,358458,1244
list-dl-s,12,8,1,288,388362,1348
list-idl-s,12,8,1,288,492257,1709
list-none-m,12,8,1,288,392350,1362
list-i-m,12,8,1,288,379225,1316
list-l-m,12,8,1,288,505146,1753
list-il-m,12,8,1,288,411593,1429
list-d-m,12,8,1,288,367058,1274
list-id-m,12,8,1,288,893428,3102
list-dl-m,12,8,1,288,463044,1607
list-idl-m,12,8,1,288,573591,1991
list-none-s,12,16,1,576,476526,827
list-i-s,12,16,1,576,387186,672
list-l-s,12,16,1,576,461885,801
list-il-s,12,16,1,576,3681948,6392
list-d-s,12,16,1,576,447464,776
list-id-s,12,16,1,576,1081174,1877
list-dl-s,12,16,1,576,482355,837
list-idl-s,12,16,1,576,4351822,7555
list-none-m,12,16,1,576,454614,789
list-i-m,12,16,1,576,1549416,2689
list-l-m,12,16,1,576,1490754,2588
list-il-m,12,16,1,576,2677987,4649
list-d-m,12,16,1,576,407000,706
list-id-m,12,16,1,576,415861,721
list-dl-m,12,16,1,576,2177071,3779
list-idl-m,12,16,1,576,2894369,5024
list-none-s,12,32,1,1152,414717,359
list-i-s,12,32,1,1152,8172151,7093
list-l-s,12,32,1,1152,13226867,11481
list-il-s,12,32,1,1152,15165808,13164
list-d-s,12,32,1,1152,726913,631
list-id-s,12,32,1,1152,12358354,10727
list-dl-s,12,32,1,1152,3325035,2886
list-idl-s,12,32,1,1152,16667708,14468
list-none-m,12,32,1,1152,1527551,1325
list-i-m,12,32,1,1152,22391776,19437
list-l-m,12,32,1,1152,10491467,9107
list-il-m,12,32,1,1152,11493306,9976
list-d-m,12,32,1,1152,522904,453
list-id-m,12,32,1,1152,6268287,5441
list-dl-m,12,32,1,1152,5586479,4849
list-idl-m,12,32,1,1152,10103137,8770
list-none-s,1,1000,1,3000,3338617,1112
list-none-m,1,1000,1,3000,3315311,1105
list-none-s,2,1000,1,6000,7030976,1171
list-none-m,2,1000,1,6000,35547737,5924
list-none-s,4,1000,1,12000,32926503,2743
list-none-m,4,1000,1,12000,115023288,9585
list-none-s,8,1000,1,24000,250105391,10421
list-none-m,8,1000,1,24000,336696214,14029
list-none-s,12,1000,1,36000,591327561,16425
list-none-m,12,1000,1,36000,722495469,20069
